method	path	path_html	app	controller	action	auth	auth_required	desc	file	line
UNKNOWN	/admin/couponissue/addPost	/admin/couponissue/addPost.html	admin	CouponIssue	addPost	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	126
UNKNOWN	/admin/couponissue/check_coupon	/admin/couponissue/check_coupon.html	admin	CouponIssue	check_coupon	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	501
UNKNOWN	/admin/couponissue/check_coupon_post	/admin/couponissue/check_coupon_post.html	admin	CouponIssue	check_coupon_post	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	561
UNKNOWN	/admin/couponissue/edit	/admin/couponissue/edit.html	admin	CouponIssue	edit	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	203
UNKNOWN	/admin/couponissue/editPost	/admin/couponissue/editPost.html	admin	CouponIssue	editPost	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	247
UNKNOWN	/admin/couponissue/index	/admin/couponissue/index.html	admin	CouponIssue	index	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	30
UNKNOWN	/admin/couponissue/next	/admin/couponissue/next.html	admin	CouponIssue	next	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	353
UNKNOWN	/admin/couponissue/see	/admin/couponissue/see.html	admin	CouponIssue	see	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	441
UNKNOWN	/admin/couponissue/state	/admin/couponissue/state.html	admin	CouponIssue	state	session(PHPSESSID)	unknown		app/admin/controller/CouponIssue.php	324
UNKNOWN	/admin/couponissueuser/addTrackingNumber	/admin/couponissueuser/addTrackingNumber.html	admin	CouponIssueUser	addTrackingNumber	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	302
UNKNOWN	/admin/couponissueuser/editTracking	/admin/couponissueuser/editTracking.html	admin	CouponIssueUser	editTracking	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	253
UNKNOWN	/admin/couponissueuser/export_receive	/admin/couponissueuser/export_receive.html	admin	CouponIssueUser	export_receive	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	349
UNKNOWN	/admin/couponissueuser/exportCvs	/admin/couponissueuser/exportCvs.html	admin	CouponIssueUser	exportCvs	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	595
UNKNOWN	/admin/couponissueuser/exportLargeFile	/admin/couponissueuser/exportLargeFile.html	admin	CouponIssueUser	exportLargeFile	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	686
UNKNOWN	/admin/couponissueuser/import_Tracking	/admin/couponissueuser/import_Tracking.html	admin	CouponIssueUser	import_Tracking	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	451
UNKNOWN	/admin/couponissueuser/index	/admin/couponissueuser/index.html	admin	CouponIssueUser	index	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	36
UNKNOWN	/admin/couponissueuser/receiveList	/admin/couponissueuser/receiveList.html	admin	CouponIssueUser	receiveList	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	157
UNKNOWN	/admin/couponissueuser/see	/admin/couponissueuser/see.html	admin	CouponIssueUser	see	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	142
UNKNOWN	/admin/couponissueuser/seee	/admin/couponissueuser/seee.html	admin	CouponIssueUser	seee	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	580
UNKNOWN	/admin/couponissueuser/seeTracking	/admin/couponissueuser/seeTracking.html	admin	CouponIssueUser	seeTracking	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	222
UNKNOWN	/admin/couponissueuser/tour	/admin/couponissueuser/tour.html	admin	CouponIssueUser	tour	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	516
UNKNOWN	/admin/couponissueuser/xlsData	/admin/couponissueuser/xlsData.html	admin	CouponIssueUser	xlsData	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.php	750
UNKNOWN	/admin/couponissueuser.bak/exportCvs	/admin/couponissueuser.bak/exportCvs.html	admin	CouponIssueUser.bak	exportCvs	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	228
UNKNOWN	/admin/couponissueuser.bak/exportLargeFile	/admin/couponissueuser.bak/exportLargeFile.html	admin	CouponIssueUser.bak	exportLargeFile	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	319
UNKNOWN	/admin/couponissueuser.bak/index	/admin/couponissueuser.bak/index.html	admin	CouponIssueUser.bak	index	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	32
UNKNOWN	/admin/couponissueuser.bak/see	/admin/couponissueuser.bak/see.html	admin	CouponIssueUser.bak	see	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	143
UNKNOWN	/admin/couponissueuser.bak/seee	/admin/couponissueuser.bak/seee.html	admin	CouponIssueUser.bak	seee	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	213
UNKNOWN	/admin/couponissueuser.bak/tour	/admin/couponissueuser.bak/tour.html	admin	CouponIssueUser.bak	tour	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	158
UNKNOWN	/admin/couponissueuser.bak/xlsData	/admin/couponissueuser.bak/xlsData.html	admin	CouponIssueUser.bak	xlsData	session(PHPSESSID)	unknown		app/admin/controller/CouponIssueUser.bak.php	383
UNKNOWN	/admin/couponorder/index	/admin/couponorder/index.html	admin	CouponOrder	index	session(PHPSESSID)	unknown		app/admin/controller/CouponOrder.php	28
UNKNOWN	/admin/database/backup	/admin/database/backup.html	admin	Database	backup	session(PHPSESSID)	unknown		app/admin/controller/Database.php	136
UNKNOWN	/admin/database/database	/admin/database/database.html	admin	Database	database	session(PHPSESSID)	unknown		app/admin/controller/Database.php	29
UNKNOWN	/admin/database/del	/admin/database/del.html	admin	Database	del	session(PHPSESSID)	unknown		app/admin/controller/Database.php	278
UNKNOWN	/admin/database/downFile	/admin/database/downFile.html	admin	Database	downFile	session(PHPSESSID)	unknown		app/admin/controller/Database.php	272
UNKNOWN	/admin/database/import	/admin/database/import.html	admin	Database	import	session(PHPSESSID)	unknown		app/admin/controller/Database.php	264
UNKNOWN	/admin/database/optimize	/admin/database/optimize.html	admin	Database	optimize	session(PHPSESSID)	unknown		app/admin/controller/Database.php	151
UNKNOWN	/admin/database/repair	/admin/database/repair.html	admin	Database	repair	session(PHPSESSID)	unknown		app/admin/controller/Database.php	165
UNKNOWN	/admin/database/restore	/admin/database/restore.html	admin	Database	restore	session(PHPSESSID)	unknown		app/admin/controller/Database.php	181
UNKNOWN	/admin/demo/addPost	/admin/demo/addPost.html	admin	Demo	addPost	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	57
UNKNOWN	/admin/demo/button	/admin/demo/button.html	admin	Demo	button	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	15
UNKNOWN	/admin/demo/general	/admin/demo/general.html	admin	Demo	general	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	27
UNKNOWN	/admin/demo/icons	/admin/demo/icons.html	admin	Demo	icons	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	21
UNKNOWN	/admin/demo/layer	/admin/demo/layer.html	admin	Demo	layer	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	45
UNKNOWN	/admin/demo/layerForm	/admin/demo/layerForm.html	admin	Demo	layerForm	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	51
UNKNOWN	/admin/demo/modals	/admin/demo/modals.html	admin	Demo	modals	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	33
UNKNOWN	/admin/demo/timeline	/admin/demo/timeline.html	admin	Demo	timeline	session(PHPSESSID)	unknown		app/admin/controller/Demo.php	39
UNKNOWN	/admin/feedback/index	/admin/feedback/index.html	admin	Feedback	index	session(PHPSESSID)	unknown		app/admin/controller/Feedback.php	29
UNKNOWN	/admin/feedback/see	/admin/feedback/see.html	admin	Feedback	see	session(PHPSESSID)	unknown		app/admin/controller/Feedback.php	64
UNKNOWN	/admin/field/add	/admin/field/add.html	admin	Field	add	session(PHPSESSID)	unknown		app/admin/controller/Field.php	64
UNKNOWN	/admin/field/addPost	/admin/field/addPost.html	admin	Field	addPost	session(PHPSESSID)	unknown		app/admin/controller/Field.php	121
UNKNOWN	/admin/field/changeType	/admin/field/changeType.html	admin	Field	changeType	session(PHPSESSID)	unknown		app/admin/controller/Field.php	95
UNKNOWN	/admin/field/del	/admin/field/del.html	admin	Field	del	session(PHPSESSID)	unknown		app/admin/controller/Field.php	308
UNKNOWN	/admin/field/edit	/admin/field/edit.html	admin	Field	edit	session(PHPSESSID)	unknown		app/admin/controller/Field.php	178
UNKNOWN	/admin/field/editPost	/admin/field/editPost.html	admin	Field	editPost	session(PHPSESSID)	unknown		app/admin/controller/Field.php	219
UNKNOWN	/admin/field/index	/admin/field/index.html	admin	Field	index	session(PHPSESSID)	unknown		app/admin/controller/Field.php	29
UNKNOWN	/admin/field/selectDel	/admin/field/selectDel.html	admin	Field	selectDel	session(PHPSESSID)	unknown		app/admin/controller/Field.php	339
UNKNOWN	/admin/field/state	/admin/field/state.html	admin	Field	state	session(PHPSESSID)	unknown		app/admin/controller/Field.php	285
UNKNOWN	/admin/flowtype/add	/admin/flowtype/add.html	admin	FlowType	add	session(PHPSESSID)	unknown		app/admin/controller/FlowType.php	81
UNKNOWN	/admin/flowtype/edit	/admin/flowtype/edit.html	admin	FlowType	edit	session(PHPSESSID)	unknown		app/admin/controller/FlowType.php	115
UNKNOWN	/admin/flowtype/index	/admin/flowtype/index.html	admin	FlowType	index	session(PHPSESSID)	unknown		app/admin/controller/FlowType.php	28
UNKNOWN	/admin/index/clear	/admin/index/clear.html	admin	Index	clear	session(PHPSESSID)	unknown		app/admin/controller/Index.php	414
UNKNOWN	/admin/index/index	/admin/index/index.html	admin	Index	index	session(PHPSESSID)	unknown		app/admin/controller/Index.php	19
UNKNOWN	/admin/index/linkage	/admin/index/linkage.html	admin	Index	linkage	session(PHPSESSID)	unknown		app/admin/controller/Index.php	527
UNKNOWN	/admin/index/listTrend	/admin/index/listTrend.html	admin	Index	listTrend	session(PHPSESSID)	unknown		app/admin/controller/Index.php	380
UNKNOWN	/admin/index/preview	/admin/index/preview.html	admin	Index	preview	session(PHPSESSID)	unknown		app/admin/controller/Index.php	434
UNKNOWN	/admin/index/screen	/admin/index/screen.html	admin	Index	screen	session(PHPSESSID)	unknown		app/admin/controller/Index.php	248
UNKNOWN	/admin/index/select2	/admin/index/select2.html	admin	Index	select2	session(PHPSESSID)	unknown		app/admin/controller/Index.php	478
UNKNOWN	/admin/index/selectSeller	/admin/index/selectSeller.html	admin	Index	selectSeller	session(PHPSESSID)	unknown		app/admin/controller/Index.php	575
UNKNOWN	/admin/index/selectTicketCategory	/admin/index/selectTicketCategory.html	admin	Index	selectTicketCategory	session(PHPSESSID)	unknown		app/admin/controller/Index.php	624
UNKNOWN	/admin/issue/coupon_pread	/admin/issue/coupon_pread.html	admin	Issue	coupon_pread	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	601
UNKNOWN	/admin/issue/data_summary	/admin/issue/data_summary.html	admin	Issue	data_summary	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	384
UNKNOWN	/admin/issue/realtime_alert	/admin/issue/realtime_alert.html	admin	Issue	realtime_alert	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	566
UNKNOWN	/admin/issue/seller	/admin/issue/seller.html	admin	Issue	seller	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	134
UNKNOWN	/admin/issue/seller_number	/admin/issue/seller_number.html	admin	Issue	seller_number	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	478
UNKNOWN	/admin/issue/showMap	/admin/issue/showMap.html	admin	Issue	showMap	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	182
UNKNOWN	/admin/issue/single_sales	/admin/issue/single_sales.html	admin	Issue	single_sales	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	687
UNKNOWN	/admin/issue/statistics	/admin/issue/statistics.html	admin	Issue	statistics	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	22
UNKNOWN	/admin/issue/ticket_sales	/admin/issue/ticket_sales.html	admin	Issue	ticket_sales	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	626
UNKNOWN	/admin/issue/ticket_tourist	/admin/issue/ticket_tourist.html	admin	Issue	ticket_tourist	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	795
UNKNOWN	/admin/issue/tour_seller	/admin/issue/tour_seller.html	admin	Issue	tour_seller	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	303
UNKNOWN	/admin/issue/tour_statistics	/admin/issue/tour_statistics.html	admin	Issue	tour_statistics	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	208
UNKNOWN	/admin/issue/tourshowMap	/admin/issue/tourshowMap.html	admin	Issue	tourshowMap	session(PHPSESSID)	unknown		app/admin/controller/Issue.php	351
UNKNOWN	/admin/line/addPost	/admin/line/addPost.html	admin	Line	addPost	session(PHPSESSID)	unknown		app/admin/controller/Line.php	198
UNKNOWN	/admin/line/check	/admin/line/check.html	admin	Line	check	session(PHPSESSID)	unknown		app/admin/controller/Line.php	97
UNKNOWN	/admin/line/checkPost	/admin/line/checkPost.html	admin	Line	checkPost	session(PHPSESSID)	unknown		app/admin/controller/Line.php	118
UNKNOWN	/admin/line/editPost	/admin/line/editPost.html	admin	Line	editPost	session(PHPSESSID)	unknown		app/admin/controller/Line.php	222
UNKNOWN	/admin/line/index	/admin/line/index.html	admin	Line	index	session(PHPSESSID)	unknown		app/admin/controller/Line.php	31
UNKNOWN	/admin/line/list	/admin/line/list.html	admin	Line	list	session(PHPSESSID)	unknown		app/admin/controller/Line.php	55
UNKNOWN	/admin/line/see	/admin/line/see.html	admin	Line	see	session(PHPSESSID)	unknown		app/admin/controller/Line.php	247
UNKNOWN	/admin/linecategory/list	/admin/linecategory/list.html	admin	LineCategory	list	session(PHPSESSID)	unknown		app/admin/controller/LineCategory.php	28
UNKNOWN	/admin/login/captcha	/admin/login/captcha.html	admin	Login	captcha	session(PHPSESSID)	unknown		app/admin/controller/Login.php	56
UNKNOWN	/admin/login/checkLogin	/admin/login/checkLogin.html	admin	Login	checkLogin	session(PHPSESSID)	unknown		app/admin/controller/Login.php	51
UNKNOWN	/admin/login/index	/admin/login/index.html	admin	Login	index	session(PHPSESSID)	unknown		app/admin/controller/Login.php	17
GET	/admin/login/index	/admin/login/index.html	admin	login	index	session(PHPSESSID)	unknown	route => login/index	app/admin/route/app.php	6
UNKNOWN	/admin/login/logout	/admin/login/logout.html	admin	Login	logout	session(PHPSESSID)	unknown		app/admin/controller/Login.php	61
UNKNOWN	/admin/login/supervise	/admin/login/supervise.html	admin	Login	supervise	session(PHPSESSID)	unknown		app/admin/controller/Login.php	34
GET	/admin/login/supervise	/admin/login/supervise.html	admin	login	supervise	session(PHPSESSID)	unknown	route => login/supervise	app/admin/route/app.php	8
UNKNOWN	/admin/merchantverificationpoints/index	/admin/merchantverificationpoints/index.html	admin	MerchantVerificationPoints	index	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerificationPoints.php	27
UNKNOWN	/admin/merchantverificationpoints/see	/admin/merchantverificationpoints/see.html	admin	MerchantVerificationPoints	see	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerificationPoints.php	66
UNKNOWN	/admin/merchantverifier/addPost	/admin/merchantverifier/addPost.html	admin	MerchantVerifier	addPost	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	70
UNKNOWN	/admin/merchantverifier/check	/admin/merchantverifier/check.html	admin	MerchantVerifier	check	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	178
UNKNOWN	/admin/merchantverifier/editPassword	/admin/merchantverifier/editPassword.html	admin	MerchantVerifier	editPassword	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	149
UNKNOWN	/admin/merchantverifier/editPost	/admin/merchantverifier/editPost.html	admin	MerchantVerifier	editPost	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	113
UNKNOWN	/admin/merchantverifier/index	/admin/merchantverifier/index.html	admin	MerchantVerifier	index	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	31
UNKNOWN	/admin/merchantverifier/see	/admin/merchantverifier/see.html	admin	MerchantVerifier	see	session(PHPSESSID)	unknown		app/admin/controller/MerchantVerifier.php	217
UNKNOWN	/admin/module/add	/admin/module/add.html	admin	Module	add	session(PHPSESSID)	unknown		app/admin/controller/Module.php	66
UNKNOWN	/admin/module/addPost	/admin/module/addPost.html	admin	Module	addPost	session(PHPSESSID)	unknown		app/admin/controller/Module.php	81
UNKNOWN	/admin/module/build	/admin/module/build.html	admin	Module	build	session(PHPSESSID)	unknown		app/admin/controller/Module.php	252
UNKNOWN	/admin/module/checkTale	/admin/module/checkTale.html	admin	Module	checkTale	session(PHPSESSID)	unknown		app/admin/controller/Module.php	190
UNKNOWN	/admin/module/del	/admin/module/del.html	admin	Module	del	session(PHPSESSID)	unknown		app/admin/controller/Module.php	158
UNKNOWN	/admin/module/edit	/admin/module/edit.html	admin	Module	edit	session(PHPSESSID)	unknown		app/admin/controller/Module.php	114
UNKNOWN	/admin/module/editPost	/admin/module/editPost.html	admin	Module	editPost	session(PHPSESSID)	unknown		app/admin/controller/Module.php	131
UNKNOWN	/admin/module/index	/admin/module/index.html	admin	Module	index	session(PHPSESSID)	unknown		app/admin/controller/Module.php	29
UNKNOWN	/admin/module/makeRule	/admin/module/makeRule.html	admin	Module	makeRule	session(PHPSESSID)	unknown		app/admin/controller/Module.php	258
UNKNOWN	/admin/module/selectDel	/admin/module/selectDel.html	admin	Module	selectDel	session(PHPSESSID)	unknown		app/admin/controller/Module.php	179
UNKNOWN	/admin/notice/addPost	/admin/notice/addPost.html	admin	Notice	addPost	session(PHPSESSID)	unknown		app/admin/controller/Notice.php	28
UNKNOWN	/admin/notice/editPost	/admin/notice/editPost.html	admin	Notice	editPost	session(PHPSESSID)	unknown		app/admin/controller/Notice.php	59
UNKNOWN	/admin/seller/addPost	/admin/seller/addPost.html	admin	Seller	addPost	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	161
UNKNOWN	/admin/seller/addSeller	/admin/seller/addSeller.html	admin	Seller	addSeller	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	113
UNKNOWN	/admin/seller/check	/admin/seller/check.html	admin	Seller	check	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	306
UNKNOWN	/admin/seller/checkPost	/admin/seller/checkPost.html	admin	Seller	checkPost	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	336
UNKNOWN	/admin/seller/editPost	/admin/seller/editPost.html	admin	Seller	editPost	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	244
UNKNOWN	/admin/seller/editSeller	/admin/seller/editSeller.html	admin	Seller	editSeller	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	131
UNKNOWN	/admin/seller/index	/admin/seller/index.html	admin	Seller	index	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	66
UNKNOWN	/admin/seller/list	/admin/seller/list.html	admin	Seller	list	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	30
UNKNOWN	/admin/seller/map	/admin/seller/map.html	admin	Seller	map	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	300
UNKNOWN	/admin/seller/see	/admin/seller/see.html	admin	Seller	see	session(PHPSESSID)	unknown		app/admin/controller/Seller.php	364
UNKNOWN	/admin/sellerauthrule/add	/admin/sellerauthrule/add.html	admin	SellerAuthRule	add	session(PHPSESSID)	unknown		app/admin/controller/SellerAuthRule.php	74
UNKNOWN	/admin/sellerauthrule/edit	/admin/sellerauthrule/edit.html	admin	SellerAuthRule	edit	session(PHPSESSID)	unknown		app/admin/controller/SellerAuthRule.php	108
